  <print>Using Component 'Rigid Bodies'</print>
  <print>maximum rigid angular velocity = 3.00005 (4)</print>
  <print>TIME = 0.291667</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 0.291667</print>
  <print>maximum rigid linear velocity = 3.39802 (1)</print>
  <print>maximum rigid angular velocity = 3.5 (4)</print>
  <scope name="CG"><time value="0.000191"/></scope>
  <print>time = 0.291667</print>
  <print>maximum rigid linear velocity = 3.27818 (3)</print>
  <print>maximum rigid angular velocity = 3.50005 (4)</print>
  <print>TIME = 0.333333</print>
  <scope name="CG"><time value="0.000060"/></scope>
  <print>time = 0.333333</print>
  <print>maximum rigid linear velocity = 3.80369 (1)</print>
  <print>maximum rigid angular velocity = 4 (2)</print>
  <scope name="CG"><time value="0.000191"/></scope>
  <print>time = 0.333333</print>
  <print>maximum rigid linear velocity = 3.68901 (3)</print>
  <print>maximum rigid angular velocity = 4.00005 (4)</print>
  <print>TIME = 0.375</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 0.375</print>
  <print>maximum rigid linear velocity = 4.21148 (1)</print>
  <print>maximum rigid angular velocity = 4.5 (2)</print>
  <scope name="CG"><time value="0.000192"/></scope>
  <print>time = 0.375</print>
  <print>maximum rigid linear velocity = 4.09857 (3)</print>
  <print>maximum rigid angular velocity = 4.50005 (4)</print>
  <print>TIME = 0.416667</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 0.416667</print>
  <print>maximum rigid linear velocity = 4.61969 (1)</print>
  <print>maximum rigid angular velocity = 5 (3)</print>
  <scope name="CG"><time value="0.000184"/></scope>
  <print>time = 0.416667</print>
  <print>maximum rigid linear velocity = 4.50742 (3)</print>
  <print>maximum rigid angular velocity = 5.00005 (4)</print>
  <print>TIME = 0.458333</print>
  <scope name="CG"><time value="0.000055"/></scope>
  <print>time = 0.458333</print>
  <print>maximum rigid linear velocity = 5.02793 (1)</print>
  <print>maximum rigid angular velocity = 5.5 (2)</print>
  <scope name="CG"><time value="0.000184"/></scope>
  <print>time = 0.458333</print>
  <print>maximum rigid linear velocity = 4.91202 (3)</print>
  <print>maximum rigid angular velocity = 5.50006 (4)</print>
  <print>TIME = 0.5</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 0.5</print>
  <print>maximum rigid linear velocity = 5.4367 (1)</print>
  <print>maximum rigid angular velocity = 6 (4)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 0.5</print>
  <print>maximum rigid linear velocity = 5.31985 (3)</print>
  <print>maximum rigid angular velocity = 6.00006 (4)</print>
  <print>TIME = 0.541667</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 0.541667</print>
  <print>maximum rigid linear velocity = 5.84512 (1)</print>
  <print>maximum rigid angular velocity = 6.50001 (3)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 0.541667</print>
  <print>maximum rigid linear velocity = 5.72848 (3)</print>
  <print>maximum rigid angular velocity = 6.50007 (4)</print>
  <print>TIME = 0.583333</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 0.583333</print>
  <print>maximum rigid linear velocity = 6.25344 (1)</print>
  <print>maximum rigid angular velocity = 7.00001 (4)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 0.583333</print>
  <print>maximum rigid linear velocity = 6.13729 (3)</print>
  <print>maximum rigid angular velocity = 7.00007 (4)</print>
  <print>TIME = 0.625</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 0.625</print>
  <print>maximum rigid linear velocity = 6.6616 (1)</print>
  <print>maximum rigid angular velocity = 7.50001 (5)</print>
  <scope name="CG"><time value="0.000191"/></scope>
  <print>time = 0.625</print>
  <print>maximum rigid linear velocity = 6.54591 (3)</print>
  <print>maximum rigid angular velocity = 7.50006 (4)</print>
  <print>TIME = 0.666667</print>
  <scope name="CG"><time value="0.000063"/></scope>
  <print>time = 0.666667</print>
  <print>maximum rigid linear velocity = 7.06987 (1)</print>
  <print>maximum rigid angular velocity = 8.00001 (5)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 0.666667</print>
  <print>maximum rigid linear velocity = 6.95439 (3)</print>
  <print>maximum rigid angular velocity = 8.00005 (4)</print>
  <print>TIME = 0.708333</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 0.708333</print>
  <print>maximum rigid linear velocity = 7.47811 (1)</print>
  <print>maximum rigid angular velocity = 8.50001 (2)</print>
  <scope name="CG"><time value="0.000193"/></scope>
  <print>time = 0.708333</print>
  <print>maximum rigid linear velocity = 7.36291 (3)</print>
  <print>maximum rigid angular velocity = 8.50004 (4)</print>
  <print>TIME = 0.75</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 0.75</print>
  <print>maximum rigid linear velocity = 7.88665 (1)</print>
  <print>maximum rigid angular velocity = 9.00001 (2)</print>
  <scope name="CG"><time value="0.000188"/></scope>
  <print>time = 0.75</print>
  <print>maximum rigid linear velocity = 7.70781 (2)</print>
  <print>maximum rigid angular velocity = 9.00339 (2)</print>
  <print>TIME = 0.791667</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 0.791667</print>
  <print>maximum rigid linear velocity = 7.91027 (2)</print>
  <print>maximum rigid angular velocity = 9.50001 (2)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 0.791667</print>
  <print>maximum rigid linear velocity = 6.39943 (7)</print>
  <print>maximum rigid angular velocity = 5.20922 (3)</print>
  <print>TIME = 0.833333</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 0.833333</print>
  <print>maximum rigid linear velocity = 6.3449 (7)</print>
  <print>maximum rigid angular velocity = 10 (5)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 0.833333</print>
  <print>maximum rigid linear velocity = 4.35799 (2)</print>
  <print>maximum rigid angular velocity = 9.9858 (5)</print>
  <print>TIME = 0.875</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 0.875</print>
  <print>maximum rigid linear velocity = 4.27527 (3)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 0.875</print>
  <print>maximum rigid linear velocity = 3.97475 (1)</print>
  <print>maximum rigid angular velocity = 10.0068 (2)</print>
  <print>TIME = 0.916667</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 0.916667</print>
  <print>maximum rigid linear velocity = 3.99077 (6)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 0.916667</print>
  <print>maximum rigid linear velocity = 3.81871 (1)</print>
  <print>maximum rigid angular velocity = 10.0146 (3)</print>
  <print>TIME = 0.958333</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 0.958333</print>
  <print>maximum rigid linear velocity = 3.78981 (6)</print>
  <print>maximum rigid angular velocity = 10 (3)</print>
  <scope name="CG"><time value="0.000192"/></scope>
  <print>time = 0.958333</print>
  <print>maximum rigid linear velocity = 3.71381 (1)</print>
  <print>maximum rigid angular velocity = 10.0141 (3)</print>
  <print>TIME = 1</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 1</print>
  <print>maximum rigid linear velocity = 3.67887 (1)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000191"/></scope>
  <print>time = 1</print>
  <print>maximum rigid linear velocity = 3.65405 (1)</print>
  <print>maximum rigid angular velocity = 10.0068 (3)</print>
  <print>TIME = 1.04167</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 1.04167</print>
  <print>maximum rigid linear velocity = 3.67832 (1)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 1.04167</print>
  <print>maximum rigid linear velocity = 3.64601 (1)</print>
  <print>maximum rigid angular velocity = 10.0017 (3)</print>
  <print>TIME = 1.08333</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 1.08333</print>
  <print>maximum rigid linear velocity = 3.72912 (1)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000188"/></scope>
  <print>time = 1.08333</print>
  <print>maximum rigid linear velocity = 3.68971 (1)</print>
  <print>maximum rigid angular velocity = 10.0002 (4)</print>
  <print>TIME = 1.125</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 1.125</print>
  <print>maximum rigid linear velocity = 3.82631 (1)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000191"/></scope>
  <print>time = 1.125</print>
  <print>maximum rigid linear velocity = 3.85775 (4)</print>
  <print>maximum rigid angular velocity = 10.0003 (4)</print>
  <print>TIME = 1.16667</print>
  <scope name="CG"><time value="0.000058"/></scope>
  <print>time = 1.16667</print>
  <print>maximum rigid linear velocity = 4.01357 (1)</print>
  <print>maximum rigid angular velocity = 10 (3)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 1.16667</print>
  <print>maximum rigid linear velocity = 4.20826 (8)</print>
  <print>maximum rigid angular velocity = 10.001 (4)</print>
  <print>TIME = 1.20833</print>
  <scope name="CG"><time value="0.000058"/></scope>
  <print>time = 1.20833</print>
  <print>maximum rigid linear velocity = 4.36441 (1)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000192"/></scope>
  <print>time = 1.20833</print>
  <print>maximum rigid linear velocity = 5.00537 (4)</print>
  <print>maximum rigid angular velocity = 7.63952 (3)</print>
  <print>TIME = 1.25</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 1.25</print>
  <print>maximum rigid linear velocity = 5.04609 (4)</print>
  <print>maximum rigid angular velocity = 10 (3)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 1.25</print>
  <print>maximum rigid linear velocity = 5.49014 (1)</print>
  <print>maximum rigid angular velocity = 9.16031 (4)</print>
  <print>TIME = 1.29167</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 1.29167</print>
  <print>maximum rigid linear velocity = 5.54145 (1)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000192"/></scope>
  <print>time = 1.29167</print>
  <print>maximum rigid linear velocity = 6.48533 (1)</print>
  <print>maximum rigid angular velocity = 9.39996 (4)</print>
  <print>TIME = 1.33333</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 1.33333</print>
  <print>maximum rigid linear velocity = 6.47367 (1)</print>
  <print>maximum rigid angular velocity = 10 (3)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 1.33333</print>
  <print>maximum rigid linear velocity = 6.65935 (1)</print>
  <print>maximum rigid angular velocity = 10.0021 (3)</print>
  <print>TIME = 1.375</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 1.375</print>
  <print>maximum rigid linear velocity = 6.66904 (1)</print>
  <print>maximum rigid angular velocity = 10 (3)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 1.375</print>
  <print>maximum rigid linear velocity = 6.81905 (5)</print>
  <print>maximum rigid angular velocity = 10.0053 (2)</print>
  <print>TIME = 1.41667</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 1.41667</print>
  <print>maximum rigid linear velocity = 6.83528 (1)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 1.41667</print>
  <print>maximum rigid linear velocity = 7.15846 (1)</print>
  <print>maximum rigid angular velocity = 10.0018 (4)</print>
  <print>TIME = 1.45833</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 1.45833</print>
  <print>maximum rigid linear velocity = 7.1623 (1)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 1.45833</print>
  <print>maximum rigid linear velocity = 7.23128 (1)</print>
  <print>maximum rigid angular velocity = 10.0001 (2)</print>
  <print>TIME = 1.5</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 1.5</print>
  <print>maximum rigid linear velocity = 7.26685 (1)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000191"/></scope>
  <print>time = 1.5</print>
  <print>maximum rigid linear velocity = 7.42129 (1)</print>
  <print>maximum rigid angular velocity = 10.0006 (4)</print>
  <print>TIME = 1.54167</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 1.54167</print>
  <print>maximum rigid linear velocity = 7.45854 (1)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 1.54167</print>
  <print>maximum rigid linear velocity = 7.71561 (1)</print>
  <print>maximum rigid angular velocity = 10.0002 (4)</print>
  <print>TIME = 1.58333</print>
  <scope name="CG"><time value="0.000063"/></scope>
  <print>time = 1.58333</print>
  <print>maximum rigid linear velocity = 7.76577 (1)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000191"/></scope>
  <print>time = 1.58333</print>
  <print>maximum rigid linear velocity = 7.96407 (1)</print>
  <print>maximum rigid angular velocity = 10.0007 (3)</print>
  <print>TIME = 1.625</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 1.625</print>
  <print>maximum rigid linear velocity = 8.02023 (1)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000192"/></scope>
  <print>time = 1.625</print>
  <print>maximum rigid linear velocity = 8.31789 (1)</print>
  <print>maximum rigid angular velocity = 9.24179 (2)</print>
  <print>TIME = 1.66667</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 1.66667</print>
  <print>maximum rigid linear velocity = 8.35348 (1)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 1.66667</print>
  <print>maximum rigid linear velocity = 8.54339 (1)</print>
  <print>maximum rigid angular velocity = 10.0019 (4)</print>
  <print>TIME = 1.70833</print>
  <scope name="CG"><time value="0.000062"/></scope>
  <print>time = 1.70833</print>
  <print>maximum rigid linear velocity = 8.58338 (1)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 1.70833</print>
  <print>maximum rigid linear velocity = 8.86349 (3)</print>
  <print>maximum rigid angular velocity = 8.78493 (4)</print>
  <print>TIME = 1.75</print>
  <scope name="CG"><time value="0.000058"/></scope>
  <print>time = 1.75</print>
  <print>maximum rigid linear velocity = 8.87808 (7)</print>
  <print>maximum rigid angular velocity = 10 (5)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 1.75</print>
  <print>maximum rigid linear velocity = 9.05027 (5)</print>
  <print>maximum rigid angular velocity = 10.0003 (3)</print>
  <print>TIME = 1.79167</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 1.79167</print>
  <print>maximum rigid linear velocity = 9.03561 (5)</print>
  <print>maximum rigid angular velocity = 10 (3)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 1.79167</print>
  <print>maximum rigid linear velocity = 9.1872 (9)</print>
  <print>maximum rigid angular velocity = 9.99785 (5)</print>
  <print>TIME = 1.83333</print>
  <scope name="CG"><time value="0.000060"/></scope>
  <print>time = 1.83333</print>
  <print>maximum rigid linear velocity = 9.2023 (9)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000199"/></scope>
  <print>time = 1.83333</print>
  <print>maximum rigid linear velocity = 9.33774 (6)</print>
  <print>maximum rigid angular velocity = 10.0052 (3)</print>
  <print>TIME = 1.875</print>
  <scope name="CG"><time value="0.000060"/></scope>
  <print>time = 1.875</print>
  <print>maximum rigid linear velocity = 9.35686 (6)</print>
  <print>maximum rigid angular velocity = 10 (5)</print>
  <scope name="CG"><time value="0.000192"/></scope>
  <print>time = 1.875</print>
  <print>maximum rigid linear velocity = 9.62547 (4)</print>
  <print>maximum rigid angular velocity = 9.93673 (5)</print>
  <print>TIME = 1.91667</print>
  <scope name="CG"><time value="0.000058"/></scope>
  <print>time = 1.91667</print>
  <print>maximum rigid linear velocity = 9.61855 (4)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 1.91667</print>
  <print>maximum rigid linear velocity = 9.80254 (4)</print>
  <print>maximum rigid angular velocity = 10.1408 (5)</print>
  <print>TIME = 1.95833</print>
  <scope name="CG"><time value="0.000063"/></scope>
  <print>time = 1.95833</print>
  <print>maximum rigid linear velocity = 9.79045 (4)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000188"/></scope>
  <print>time = 1.95833</print>
  <print>maximum rigid linear velocity = 9.41897 (6)</print>
  <print>maximum rigid angular velocity = 9.99929 (4)</print>
  <print>TIME = 2</print>
  <scope name="CG"><time value="0.000058"/></scope>
  <print>time = 2</print>
  <print>maximum rigid linear velocity = 9.43514 (6)</print>
  <print>maximum rigid angular velocity = 10 (3)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 2</print>
  <print>maximum rigid linear velocity = 8.74882 (9)</print>
  <print>maximum rigid angular velocity = 10.0041 (2)</print>
  <print>TIME = 2.04167</print>
  <scope name="CG"><time value="0.000068"/></scope>
  <print>time = 2.04167</print>
  <print>maximum rigid linear velocity = 8.79963 (9)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000195"/></scope>
  <print>time = 2.04167</print>
  <print>maximum rigid linear velocity = 8.73575 (5)</print>
  <print>maximum rigid angular velocity = 10.0164 (4)</print>
  <print>TIME = 2.08333</print>
  <scope name="CG"><time value="0.000067"/></scope>
  <print>time = 2.08333</print>
  <print>maximum rigid linear velocity = 8.65072 (9)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 2.08333</print>
  <print>maximum rigid linear velocity = 8.46414 (2)</print>
  <print>maximum rigid angular velocity = 10.0322 (3)</print>
  <print>TIME = 2.125</print>
  <scope name="CG"><time value="0.000062"/></scope>
  <print>time = 2.125</print>
  <print>maximum rigid linear velocity = 8.48682 (2)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 2.125</print>
  <print>maximum rigid linear velocity = 7.55855 (8)</print>
  <print>maximum rigid angular velocity = 10.0334 (2)</print>
  <print>TIME = 2.16667</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 2.16667</print>
  <print>maximum rigid linear velocity = 7.60812 (8)</print>
  <print>maximum rigid angular velocity = 10 (3)</print>
  <scope name="CG"><time value="0.000192"/></scope>
  <print>time = 2.16667</print>
  <print>maximum rigid linear velocity = 7.74481 (2)</print>
  <print>maximum rigid angular velocity = 10.0283 (3)</print>
  <print>TIME = 2.20833</print>
  <scope name="CG"><time value="0.000065"/></scope>
  <print>time = 2.20833</print>
  <print>maximum rigid linear velocity = 7.78087 (2)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 2.20833</print>
  <print>maximum rigid linear velocity = 7.59368 (4)</print>
  <print>maximum rigid angular velocity = 10.0347 (4)</print>
  <print>TIME = 2.25</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 2.25</print>
  <print>maximum rigid linear velocity = 7.54628 (8)</print>
  <print>maximum rigid angular velocity = 10 (5)</print>
  <scope name="CG"><time value="0.000194"/></scope>
  <print>time = 2.25</print>
  <print>maximum rigid linear velocity = 7.74729 (2)</print>
  <print>maximum rigid angular velocity = 10.008 (3)</print>
  <print>TIME = 2.29167</print>
  <scope name="CG"><time value="0.000058"/></scope>
  <print>time = 2.29167</print>
  <print>maximum rigid linear velocity = 7.7522 (2)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000191"/></scope>
  <print>time = 2.29167</print>
  <print>maximum rigid linear velocity = 7.57603 (4)</print>
  <print>maximum rigid angular velocity = 10.0024 (3)</print>
  <print>TIME = 2.33333</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 2.33333</print>
  <print>maximum rigid linear velocity = 7.50159 (4)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000193"/></scope>
  <print>time = 2.33333</print>
  <print>maximum rigid linear velocity = 7.45274 (6)</print>
  <print>maximum rigid angular velocity = 10.0039 (5)</print>
  <print>TIME = 2.375</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 2.375</print>
  <print>maximum rigid linear velocity = 7.41709 (6)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000188"/></scope>
  <print>time = 2.375</print>
  <print>maximum rigid linear velocity = 7.81875 (2)</print>
  <print>maximum rigid angular velocity = 10.0079 (3)</print>
  <print>TIME = 2.41667</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 2.41667</print>
  <print>maximum rigid linear velocity = 7.84086 (2)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 2.41667</print>
  <print>maximum rigid linear velocity = 7.34139 (6)</print>
  <print>maximum rigid angular velocity = 10.0114 (4)</print>
  <print>TIME = 2.45833</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 2.45833</print>
  <print>maximum rigid linear velocity = 7.29814 (2)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 2.45833</print>
  <print>maximum rigid linear velocity = 7.82961 (2)</print>
  <print>maximum rigid angular velocity = 10.0072 (4)</print>
  <print>TIME = 2.5</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 2.5</print>
  <print>maximum rigid linear velocity = 7.85527 (2)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 2.5</print>
  <print>maximum rigid linear velocity = 7.45212 (6)</print>
  <print>maximum rigid angular velocity = 10.0098 (2)</print>
  <print>TIME = 2.54167</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 2.54167</print>
  <print>maximum rigid linear velocity = 7.39507 (6)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 2.54167</print>
  <print>maximum rigid linear velocity = 7.54677 (6)</print>
  <print>maximum rigid angular velocity = 10.0001 (3)</print>
  <print>TIME = 2.58333</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 2.58333</print>
  <print>maximum rigid linear velocity = 7.48478 (2)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000193"/></scope>
  <print>time = 2.58333</print>
  <print>maximum rigid linear velocity = 7.72155 (2)</print>
  <print>maximum rigid angular velocity = 10.0041 (3)</print>
  <print>TIME = 2.625</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 2.625</print>
  <print>maximum rigid linear velocity = 7.73563 (2)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000191"/></scope>
  <print>time = 2.625</print>
  <print>maximum rigid linear velocity = 7.29297 (3)</print>
  <print>maximum rigid angular velocity = 10.0033 (4)</print>
  <print>TIME = 2.66667</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 2.66667</print>
  <print>maximum rigid linear velocity = 7.36744 (3)</print>
  <print>maximum rigid angular velocity = 10 (4)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 2.66667</print>
  <print>maximum rigid linear velocity = 7.37518 (3)</print>
  <print>maximum rigid angular velocity = 10.0048 (4)</print>
  <print>TIME = 2.70833</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 2.70833</print>
  <print>maximum rigid linear velocity = 7.45357 (3)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 2.70833</print>
  <print>maximum rigid linear velocity = 7.38409 (3)</print>
  <print>maximum rigid angular velocity = 10.0006 (4)</print>
  <print>TIME = 2.75</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 2.75</print>
  <print>maximum rigid linear velocity = 7.44957 (3)</print>
  <print>maximum rigid angular velocity = 10 (5)</print>
  <scope name="CG"><time value="0.000193"/></scope>
  <print>time = 2.75</print>
  <print>maximum rigid linear velocity = 7.69187 (5)</print>
  <print>maximum rigid angular velocity = 9.99703 (4)</print>
  <print>TIME = 2.79167</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 2.79167</print>
  <print>maximum rigid linear velocity = 7.76396 (5)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 2.79167</print>
  <print>maximum rigid linear velocity = 8.0673 (5)</print>
  <print>maximum rigid angular velocity = 10.0014 (2)</print>
  <print>TIME = 2.83333</print>
  <scope name="CG"><time value="0.000058"/></scope>
  <print>time = 2.83333</print>
  <print>maximum rigid linear velocity = 8.14157 (5)</print>
  <print>maximum rigid angular velocity = 10 (5)</print>
  <scope name="CG"><time value="0.000193"/></scope>
  <print>time = 2.83333</print>
  <print>maximum rigid linear velocity = 8.18058 (5)</print>
  <print>maximum rigid angular velocity = 10.0059 (4)</print>
  <print>TIME = 2.875</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 2.875</print>
  <print>maximum rigid linear velocity = 8.25723 (5)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 2.875</print>
  <print>maximum rigid linear velocity = 8.3797 (5)</print>
  <print>maximum rigid angular velocity = 10.0536 (2)</print>
  <print>TIME = 2.91667</print>
  <scope name="CG"><time value="0.000056"/></scope>
  <print>time = 2.91667</print>
  <print>maximum rigid linear velocity = 8.45702 (5)</print>
  <print>maximum rigid angular velocity = 10 (2)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 2.91667</print>
  <print>maximum rigid linear velocity = 7.83142 (5)</print>
  <print>maximum rigid angular velocity = 10.0069 (5)</print>
  <print>TIME = 2.95833</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 2.95833</print>
  <print>maximum rigid linear velocity = 7.91988 (5)</print>
  <print>maximum rigid angular velocity = 10 (3)</print>
  <scope name="CG"><time value="0.000190"/></scope>
  <print>time = 2.95833</print>
  <print>maximum rigid linear velocity = 7.91882 (4)</print>
  <print>maximum rigid angular velocity = 10.0039 (4)</print>
  <print>TIME = 3</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 3</print>
  <print>maximum rigid linear velocity = 8.01194 (4)</print>
  <print>maximum rigid angular velocity = 10 (3)</print>
  <scope name="CG"><time value="0.000193"/></scope>
  <print>time = 3</print>
  <print>maximum rigid linear velocity = 8.20322 (4)</print>
  <print>maximum rigid angular velocity = 10.0042 (4)</print>
  <print>TIME = 3.04167</print>
  <scope name="CG"><time value="0.000059"/></scope>
  <print>time = 3.04167</print>
  <print>maximum rigid linear velocity = 8.31922 (4)</print>
  <print>maximum rigid angular velocity = 10 (3)</print>
  <scope name="CG"><time value="0.000189"/></scope>
  <print>time = 3.04167</print>
  <print>maximum rigid linear velocity = 8.49657 (4)</print>
  <print>maximum rigid angular velocity = 10.0015 (4)</print>
  <print>TIME = 3.08333</print>
  <scope name="CG"><time value="0.000057"/></scope>
  <print>time = 3.08333</print>
